,V1
MT1F,0.04
CMC2,0.04
INCA1,0.04
AC005730.2,0.04
SNHG30,0.04
SCPEP1,0.04
LINC02078,0.04
APCDD1,0.04
RPRD1A,0.04
SYNDIG1,0.04
PTPN1,0.04
PFDN4,0.04
STMN3,0.04
EXOSC5,0.04
RTN2,0.04
BCL2L12,0.04
LIM2,0.04
H1F0,0.04
CDA,0.04
ECE1,0.04
FUCA1,0.04
MAN1C1,0.04
MEAF6,0.04
AL354714.3,0.04
NPHS2,0.04
CREG2,0.04
OR7E28P,0.04
CRYGB,0.04
SNHG8,0.04
IL12B,0.04
RACK1,0.04
HLA.B,0.04
ICK,0.04
EEF1A1,0.04
DNAH11,0.04
NACAD,0.04
STMP1,0.04
XIST,0.04
XACT,0.04
RBIS,0.04
NDUFB9,0.04
ADCY8,0.04
TRAPPC9,0.04
EXOSC4,0.04
TEX54,0.04
KIF5B,0.04
AL360181.3,0.04
C12orf57,0.04
A2M,0.04
NPFF,0.04
ATP23,0.04
CENPCP1,0.04
WDFY2,0.04
NALCN.AS1,0.04
RPL36AL,0.04
LTK,0.04
CYP1A1,0.04
NME3,0.04
DEXI,0.04
ITFG1.AS1,0.04
RRAD,0.04
NUTF2,0.04
LDHD,0.04
ZSWIM7,0.04
SNHG29,0.04
RND2,0.04
RPL23AP87,0.04
SNRPD1,0.04
CIRBP,0.04
AC010605.1,0.04
TOMM40,0.04
RN7SL168P,0.04
AIFM3,0.04
ATP5PF,0.04
AL627309.6,0.04
RCC2,0.04
FAM43B,0.04
FAM110D,0.04
LSM10,0.04
YRDC,0.04
ACADM,0.04
EPHX4,0.04
RBM8A,0.04
PRELP,0.04
CTNNA2,0.04
SH2D6,0.04
RNF181,0.04
AC019185.2,0.04
DUSP28,0.04
TUSC2,0.04
TPRA1,0.04
RPL39L,0.04
TCTEX1D2,0.04
LINC02482,0.04
AC097493.2,0.04
SRD5A3,0.04
AC013724.1,0.04
HERC6,0.04
SUB1,0.04
GZMK,0.04
ANKDD1B,0.04
HLA.E,0.04
CCHCR1,0.04
SNRPC,0.04
GOPC,0.04
AL136129.1,0.04
PSMA2,0.04
IGSF1,0.04
LDOC1,0.04
AL162411.1,0.04
DMAC1,0.04
AL589843.1,0.04
FAM78A,0.04
ARL2,0.04
SPDYC,0.04
ZWINT,0.04
FBXL15,0.04
UROS,0.04
FUOM,0.04
ENO2,0.04
PPHLN1,0.04
AC079866.2,0.04
VPS37B,0.04
SDAD1P4,0.04
MTIF3,0.04
ANG,0.04
REC8,0.04
ATG14,0.04
OIP5,0.04
SEC11A,0.04
TUFM,0.04
TMEM199,0.04
DHRS13,0.04
MIEN1,0.04
NDUFV2,0.04
AC018529.3,0.04
FAM182B,0.04
ACOT8,0.04
NKAIN4,0.04
AC004156.1,0.04
EEF2,0.04
MICOS13,0.04
JOSD2,0.04
PHF5A,0.04
MAP3K6,0.04
GSTM4,0.04
CD101,0.04
MRPS21,0.04
MRPL9,0.04
TOR3A,0.04
RABIF,0.04
ACP1,0.04
QPCT,0.04
PAIP2B,0.04
C2orf76,0.04
ARL6IP6,0.04
SUMO1,0.04
PRRT3,0.04
AC116035.1,0.04
STT3B,0.04
SLC9C1,0.04
ATP13A5,0.04
BDH1,0.04
MRPL1,0.04
H2AFZ,0.04
SMARCA5,0.04
NAF1,0.04
AC026704.1,0.04
PRELID1,0.04
FLOT1,0.04
LSM2,0.04
ATG5,0.04
AGPAT4.IT1,0.04
CRPPA,0.04
CCDC126,0.04
NPSR1.AS1,0.04
LSM8,0.04
FAM9C,0.04
VBP1,0.04
AC246817.2,0.04
OR7E15P,0.04
IMPAD1,0.04
BNC2,0.04
TUSC1,0.04
GSN,0.04
FOLR3,0.04
LIPT2,0.04
AP002360.1,0.04
ANAPC16,0.04
GPRC5A,0.04
TCHP,0.04
MMP17,0.04
RNASE4,0.04
DDX24,0.04
LINC02323,0.04
MMP25.AS1,0.04
TMEM170A,0.04
CTDNEP1,0.04
AC018521.5,0.04
NXT1,0.04
C19orf24,0.04
MISP3,0.04
NDUFB7,0.04
FXYD3,0.04
CCDC155,0.04
YWHAH,0.04
POLR2F,0.04
MT.ND4,0.04
SLC25A33,0.04
PGD,0.04
LAMTOR2,0.04
PRDX6,0.04
AC098936.1,0.04
NCOA1,0.04
CRTAP,0.04
TCEA1P2,0.04
CDCP1,0.04
CGGBP1,0.04
MRAS,0.04
TNK2.AS1,0.04
SOD3,0.04
UQCRQ,0.04
DDX46,0.04
HRH2,0.04
NOP16,0.04
AL031058.1,0.04
LY6G6F.LY6G6D,0.04
ZBTB2,0.04
CBX3,0.04
HUS1,0.04
BCL7B,0.04
LAMTOR4,0.04
ARMC10,0.04
PNPLA8,0.04
NDUFB11,0.04
SLC16A2,0.04
IRS4,0.04
HS6ST2,0.04
RTL8B,0.04
UBXN8,0.04
EIF4EBP1,0.04
LSM1,0.04
GPAT4,0.04
C8orf88,0.04
SEC61B,0.04
PTRH1,0.04
VAV2,0.04
EDF1,0.04
IRF7,0.04
PPP1CA,0.04
SRGAP1,0.04
KCNMB4,0.04
TMPO.AS1,0.04
CHPT1,0.04
RN7SL769P,0.04
AC068787.4,0.04
LINC00621,0.04
B2M,0.04
PIGBOS1,0.04
PCLAF,0.04
LINC02133,0.04
MED11,0.04
H3F3B,0.04
AC027097.1,0.04
AHCY,0.04
AL031659.1,0.04
RN7SL443P,0.04
NDUFA13,0.04
AC011447.3,0.04
GRAMD1A,0.04
LINC00665,0.04
CENPBD1P1,0.04
C22orf39,0.04
XBP1,0.04
GCAT,0.04
HMGN1,0.04
AP001059.3,0.04
KIAA2013,0.04
ECHDC2,0.04
KCNA2,0.04
HAX1,0.04
SEMA4A,0.04
CRYZL2P,0.04
CNIH4,0.04
MBOAT2,0.04
GEMIN6,0.04
FAM136A,0.04
AC013731.1,0.04
ADAM23,0.04
ACADL,0.04
SS18L2,0.04
KIAA1143,0.04
RPL24,0.04
LSAMP.AS1,0.04
FAM157A,0.04
CNGA1,0.04
FAM47E,0.04
SEPT11,0.04
HNRNPDL,0.04
SCAMP1.AS1,0.04
AL034346.1,0.04
HLA.C,0.04
RN7SL273P,0.04
CCDC170,0.04
WIPI2,0.04
AC005076.1,0.04
AC006387.1,0.04
ATP6V1F,0.04
TSIX,0.04
PLPP5,0.04
GPAA1,0.04
GNA14,0.04
LHX6,0.04
PTDSS2,0.04
TSSC4,0.04
CAPN5,0.04
TFAM,0.04
ATP5MC2,0.04
COQ10A,0.04
CDX2,0.04
TSC22D1,0.04
LINC01198,0.04
SRP14,0.04
CCNDBP1,0.04
RPL3L,0.04
NSMCE1,0.04
MRPL27,0.04
TSPOAP1.AS1,0.04
SUMO2,0.04
PSMG2,0.04
IER3IP1,0.04
ITPA,0.04
ZNF826P,0.04
CAPNS1,0.04
ETHE1,0.04
SELENOW,0.04
SUSD2,0.04
SNU13,0.04
CRELD2,0.04
AP000251.1,0.04
PIGP,0.04
AJ011932.1,0.04
ATAD3B,0.04
PARK7,0.04
NBL1,0.04
IFI6,0.04
PPIH,0.04
PIK3R3,0.04
USP1,0.04
GBP1,0.04
PRKAB2,0.04
CCT3,0.04
STUM,0.04
C1orf35,0.04
INO80B,0.04
DPP10,0.04
AC108749.1,0.04
NIT2,0.04
TRH,0.04
SELENOT,0.04
RPL22P1,0.04
CCDC50,0.04
KIT,0.04
TMA16,0.04
DCTD,0.04
ZCCHC9,0.04
CDKN2AIPNL,0.04
CATSPER3,0.04
PCDHB7,0.04
ATOX1,0.04
MRPS18A,0.04
GPER1,0.04
CYCS,0.04
MRPL32,0.04
AC016769.5,0.04
BUD23,0.04
FIS1,0.04
WDR13,0.04
CHM,0.04
AKAP17BP,0.04
SLC25A43,0.04
AC100810.1,0.04
TUSC3,0.04
TMEM70,0.04
CA3.AS1,0.04
SHARPIN,0.04
NDUFB6,0.04
ENHO,0.04
ROM1,0.04
FAM86C1,0.04
ARHGAP42,0.04
LINC02551,0.04
MRPS16,0.04
ZNF511,0.04
ITFG2.AS1.1,0.04
PTMS,0.04
KCNJ8,0.04
BRI3BP,0.04
AC122688.3,0.04
RN7SL741P,0.04
SMAD9,0.04
AL137058.1,0.04
LINC00378,0.04
CLDN10,0.04
VTI1B,0.04
AC009269.4,0.04
MVP,0.04
BRD7,0.04
MT1X,0.04
TCF25,0.04
TRAF4,0.04
SNHG25,0.04
TEX2,0.04
MIF4GD,0.04
GALK1,0.04
RAB40B,0.04
INO80C,0.04
ATP5F1A,0.04
HMSD,0.04
C20orf27,0.04
SLC12A5,0.04
BABAM1,0.04
NR2C2AP,0.04
PDCD5,0.04
TEAD2,0.04
DKKL1,0.04
SLC27A5,0.04
SLC16A8,0.04
SMDT1,0.04
TSPEAR,0.04
SPATC1L,0.04
AC004448.1,0.04
AL645608.4,0.03
TNFRSF18,0.03
LAPTM5,0.03
WDR47,0.03
UBE2T,0.03
CMPK2,0.03
ASAP2,0.03
WDPCP,0.03
PLEKHB2,0.03
PTMA,0.03
DALRD3,0.03
WDR82,0.03
RPL23AP49,0.03
GTPBP8,0.03
MAP3K13,0.03
TNIP2,0.03
AFAP1,0.03
NOA1,0.03
ARSJ,0.03
MRPS36,0.03
TBCA,0.03
LEMD2,0.03
RPL7L1,0.03
CEP85L,0.03
PCMT1,0.03
STK31,0.03
STARD3NL,0.03
COA1,0.03
DNAJB6,0.03
SHROOM4,0.03
ARMCX2,0.03
MBNL3,0.03
ASH2L,0.03
AC016405.1,0.03
CCDC171,0.03
ALDOB,0.03
PSMB7,0.03
AL441992.1,0.03
SLC6A5,0.03
AP001858.1,0.03
RTN3,0.03
AP001453.2,0.03
OR2AT4,0.03
CHORDC1,0.03
PRDX3,0.03
FKBP4,0.03
TUBA1A,0.03
CCDC59,0.03
TRIAP1,0.03
AC137767.1,0.03
SMIM2.AS1,0.03
SUCLA2,0.03
GMPR2,0.03
IFT43,0.03
ADPGK,0.03
RCN2,0.03
FES,0.03
THOC6,0.03
AC005632.2,0.03
NPIPB15,0.03
CDT1,0.03
RFLNB,0.03
BCL6B,0.03
MRPS7,0.03
TNRC6C,0.03
RNF125,0.03
TNFRSF11A,0.03
AL121757.2,0.03
PYGB,0.03
ADRM1,0.03
C19orf66,0.03
RAD23A,0.03
CCDC124,0.03
EML2,0.03
MYBPC2,0.03
KLK8,0.03
TUBA3FP,0.03
CRYBB1,0.03
EMID1,0.03
CYB5R3,0.03
UBE2V2P4,0.03
AL358075.2,0.03
MRPS14,0.03
DPYSL5,0.03
GCKR,0.03
PLA2R1,0.03
SLC11A1,0.03
RETREG2,0.03
IMPDH2,0.03
TEX264,0.03
AC026304.1,0.03
SGCB,0.03
TET2,0.03
LSM6,0.03
HMGB2,0.03
DHX29,0.03
SREK1IP1,0.03
F2RL1,0.03
GRK6,0.03
HIVEP1,0.03
TAF11,0.03
SRSF3,0.03
AL359711.2,0.03
TRAPPC3L,0.03
RWDD1,0.03
SNHG15,0.03
SUN3,0.03
ZNF138,0.03
POP7,0.03
SH2B2,0.03
RAI2,0.03
AC233976.1,0.03
COL4A6,0.03
DEFA4,0.03
TRMT9B,0.03
FAM83A,0.03
STOML2,0.03
CDC26,0.03
PRRC2B,0.03
SURF2,0.03
BRD3,0.03
CD81,0.03
TMEM9B,0.03
PLAAT5,0.03
PLAAT4,0.03
MAJIN,0.03
AKR1C1,0.03
LINC00710,0.03
GHITM,0.03
AC139768.2,0.03
ERBB3,0.03
TIMELESS,0.03
ALKBH2,0.03
PPTC7,0.03
PCOTH,0.03
SLC25A15,0.03
TMEM272,0.03
LAMP1,0.03
TDP1,0.03
AL133467.3,0.03
RAD51.AS1,0.03
IMP3,0.03
CIB2,0.03
CHRNA5,0.03
UBN1,0.03
MAPK3,0.03
SIAH1,0.03
KIAA0513,0.03
FAM157C,0.03
RNF167,0.03
POLR2A,0.03
KCNJ12,0.03
HEXD,0.03
GACAT2,0.03
MAPK4,0.03
DSTN,0.03
ABHD12,0.03
AGGF1P10,0.03
RN7SL170P,0.03
FKBP8,0.03
ZNF146,0.03
AC010271.2,0.03
PVR,0.03
APOE,0.03
TMEM191C,0.03
LGALS1,0.03
FP236383.4,0.03
APP,0.03
MIIP,0.03
C1orf122,0.03
PRDX1,0.03
CFL1P3,0.03
GSTM3,0.03
WARS2,0.03
UFC1,0.03
MPC2,0.03
TIMM17A,0.03
TMEM183A,0.03
UXS1,0.03
LINC01087,0.03
CERS6,0.03
DPH3,0.03
SGO1,0.03
AC096887.2,0.03
C3orf14,0.03
CMSS1,0.03
AC026341.1,0.03
HMCES,0.03
EIF2A,0.03
AC011322.1,0.03
DANCR,0.03
MOB1B,0.03
PYURF,0.03
NUDT6,0.03
SFRP2,0.03
AC122694.1,0.03
DHFR,0.03
F12,0.03
EEF1E1,0.03
GPANK1,0.03
CUTA,0.03
AL451165.2,0.03
AL136140.1,0.03
RN7SL47P,0.03
SFT2D1,0.03
AL596442.3,0.03
IQCE,0.03
AC005400.1,0.03
AC008267.5,0.03
RN7SL81P,0.03
MPC1L,0.03
AR,0.03
NKAP,0.03
CETN2,0.03
SSR4,0.03
AC245123.1,0.03
RN7SL178P,0.03
AC087855.2,0.03
RGS20,0.03
C8orf34,0.03
FAM95C,0.03
RNU6.1303P,0.03
GGTA1P,0.03
URM1,0.03
C9orf78,0.03
LINC00294,0.03
NDUFS3,0.03
MRPL21,0.03
LINC00839,0.03
LHPP,0.03
LDHB,0.03
NTS,0.03
UBE2N,0.03
AL136962.1,0.03
TPTE2P1,0.03
ATP8A2,0.03
AL161421.1,0.03
FGF14,0.03
AL163195.3,0.03
AL139353.1,0.03
NUBPL,0.03
CNIH1,0.03
DLGAP5,0.03
AC005280.2,0.03
GON7,0.03
DUT,0.03
RAB27A,0.03
AC090543.1,0.03
SPG21,0.03
RAMAC,0.03
METTL26,0.03
STUB1,0.03
NUBP2,0.03
NTHL1,0.03
CFDP1,0.03
METTL16,0.03
AC127540.1,0.03
AC127024.5,0.03
COPRS,0.03
AC084809.1,0.03
LHX1,0.03
STAT3,0.03
ARL4D,0.03
LLGL2,0.03
AC105245.1,0.03
TPGS2,0.03
CXXC1,0.03
RNF24,0.03
DZANK1,0.03
AL390198.1,0.03
CHD6,0.03
TCEA2,0.03
ATCAY,0.03
SAMD1,0.03
FAM32A,0.03
UQCRFS1,0.03
CCER2,0.03
AC011500.3,0.03
GEMIN7,0.03
AKT1S1,0.03
ZNF580,0.03
RF00017.162,0.03
AP000344.1,0.03
MT.RNR1,0.03
AC025174.1,0.03
NXF4,0.03
LINC01679,0.03
AL031293.1,0.03
KIF14,0.03
CDC42BPA,0.03
KCNS3,0.03
PCYOX1,0.03
DGUOK,0.03
DCTN1,0.03
FAM178B,0.03
INHBB,0.03
DLX2,0.03
OTOS,0.03
DTYMK,0.03
XRN1,0.03
IL12A,0.03
WDR53,0.03
LRPAP1,0.03
CCNI,0.03
SMARCAD1,0.03
BASP1,0.03
TRIM52.AS1,0.03
TBC1D7,0.03
HIST1H1T,0.03
PRPH2,0.03
DNPH1,0.03
ASCC3,0.03
AL024507.2,0.03
ETV1,0.03
STK17A,0.03
POLD2,0.03
AC008038.1,0.03
CDK5,0.03
APOO,0.03
OTC,0.03
FGD1,0.03
ARMCX3,0.03
RPL37P6,0.03
CYP7A1,0.03
AC100801.1,0.03
PTDSS1,0.03
SMIM27,0.03
PAX5,0.03
SLC28A3,0.03
PHF19,0.03
PTGES2,0.03
AGPAT2,0.03
AP003306.2,0.03
FAU,0.03
CORO1B,0.03
C11orf72,0.03
SPCS2,0.03
AP001893.1,0.03
ADAMTS14,0.03
DDIT4,0.03
GFRA1,0.03
FAM45A,0.03
VAMP1,0.03
AC092821.1,0.03
ZCRB1,0.03
NAP1L1,0.03
ARPC3,0.03
DENR,0.03
MPHOSPH8,0.03
AL359538.3,0.03
MZT1,0.03
PSMB5,0.03
CHURC1,0.03
WDR20,0.03
RAD51,0.03
GTF2A2,0.03
C15orf61,0.03
COMMD4,0.03
POLR3K,0.03
PPP4C,0.03
TMEM208,0.03
DOC2B,0.03
ZNF232,0.03
AC020558.1,0.03
DUSP14,0.03
TMEM101,0.03
TRIM37,0.03
MRPL12,0.03
PPP1R16B,0.03
SNX21,0.03
MRPL54,0.03
UBL5,0.03
AC011511.5,0.03
LSM4,0.03
DLL3,0.03
NOSIP,0.03
PNKP,0.03
C19orf84,0.03
SNRPD3,0.03
MPST,0.03
USP16,0.03
AL049637.2,0.03
ZYG11A,0.03
SELENOF,0.03
SNX7,0.03
NBPF12,0.03
PLEKHO1,0.03
S100A11,0.03
JTB,0.03
RUSC1,0.03
PFDN2,0.03
SLC41A1,0.03
AC119673.2,0.03
PSEN2,0.03
AC009414.1,0.03
AC015982.1,0.03
TPRKB,0.03
TGOLN2,0.03
STARD7,0.03
NPHP1,0.03
AC013474.1,0.03
LANCL1.AS1,0.03
RAB5A,0.03
LINC01980,0.03
SYNPR,0.03
MSX1,0.03
JADE2,0.03
ZMAT2,0.03
AC008691.1,0.03
ADAMTS2,0.03
AL157373.2,0.03
CD83,0.03
NRM,0.03
RNF5,0.03
PIM1,0.03
KLHDC3,0.03
RAB23,0.03
MAP3K5,0.03
DLL1,0.03
STAG3L2,0.03
CASTOR3,0.03
HILPDA,0.03
AC084864.2,0.03
DPP6,0.03
GTPBP6,0.03
BCOR,0.03
EDA,0.03
TCEAL5,0.03
KCNE5,0.03
DCAF12L1,0.03
AC245187.2,0.03
AC090136.3,0.03
ZFAND1,0.03
OTUD6B.AS1,0.03
PSMA2P2,0.03
TSTA3,0.03
AC234917.3,0.03
PLGRKT,0.03
AL589843.2,0.03
MRPL50,0.03
TMSB4XP4,0.03
WDR5,0.03
NRIP3,0.03
AP001160.3,0.03
PRDX5,0.03
C11orf1,0.03
AP002956.1,0.03
PPA1,0.03
AC021028.1,0.03
GLUD1,0.03
EXOSC1,0.03
EMG1,0.03
RBP5,0.03
CREBL2,0.03
ATF7.NPFF,0.03
SMUG1,0.03
CDK4,0.03
SLC9A7P1,0.03
LNX2,0.03
TPT1.AS1,0.03
ZC3H13,0.03
TEX30,0.03
HNRNPC,0.03
SLC7A8,0.03
FLVCR2,0.03
DGLUCY,0.03
POLR3GP1,0.03
TMEM87A,0.03
MPI,0.03
AC092384.1,0.03
VPS9D1.AS1,0.03
TIMM22,0.03
PFN1,0.03
ALKBH5,0.03
SLC47A1,0.03
CYB561,0.03
MRPL58,0.03
AP005328.1,0.03
HAUS1,0.03
C20orf141,0.03
RBBP9,0.03
NPEPL1,0.03
CFD,0.03
FSD1,0.03
CLPP,0.03
ASNA1,0.03
AC007786.4,0.03
KCTD15,0.03
ZNF614,0.03
RPS19BP1,0.03
NAGA,0.03
FP671120.2,0.03
SMIM12,0.03
SFPQ,0.03
FHL3,0.03
NASP,0.03
GPBP1L1,0.03
TMEM69,0.03
NRDC,0.03
TYW3,0.03
DNAJB4,0.03
NTNG1,0.03
C1orf54,0.03
S100A7,0.03
FAM189B,0.03
TSACC,0.03
SYT2,0.03
SLC45A3,0.03
ITGB1BP1,0.03
POMC,0.03
MRPL53,0.03
ZNF514,0.03
NCKAP1,0.03
STK16,0.03
UBE2E1.AS1,0.03
AC011816.2,0.03
QARS,0.03
CD200,0.03
ZIC4,0.03
TPRG1.AS1,0.03
PI4K2B,0.03
AC009570.1,0.03
ZFP42,0.03
ICE1,0.03
EGFLAM.AS1,0.03
BDP1,0.03
FAM169A,0.03
HMGCR,0.03
ACOT12,0.03
HNRNPAB,0.03
TMEM14C,0.03
HIST1H2BD,0.03
HLA.DPA1,0.03
AL365226.2,0.03
AL590428.1,0.03
AC092161.1,0.03
AC027644.3,0.03
DNAJC30,0.03
PON3,0.03
PARP12,0.03
EIF1AX,0.03
MID1IP1,0.03
SLC35A2,0.03
RIBC1,0.03
FAM104B,0.03
NAA10,0.03
PPP1R3B,0.03
YTHDF3.AS1,0.03
AC106038.1,0.03
TOP1MT,0.03
CYHR1,0.03
KANK1,0.03
PSIP1,0.03
AUH,0.03
LINC00476,0.03
SLC35D2,0.03
COQ4,0.03
SURF1,0.03
DNLZ,0.03
ASCL2,0.03
SVIP,0.03
AC090692.1,0.03
TMEM179B,0.03
OTUB1,0.03
PLCB3,0.03
RAD9A,0.03
UVRAG,0.03
CTSC,0.03
AP001830.1,0.03
DCPS,0.03
AP002856.3,0.03
CALHM3,0.03
ZDHHC6,0.03
NANOGP1,0.03
ALX1,0.03
SNRPF,0.03
RSRC2,0.03
DNAH10,0.03
RNF6,0.03
EXOSC8,0.03
SUCLA2.AS1,0.03
APEX1,0.03
RNF212B,0.03
SAV1,0.03
AC068722.1,0.03
HDC,0.03
UBL7.AS1,0.03
HMOX2,0.03
AC133550.2,0.03
ITGAE,0.03
SLC25A11,0.03
XAF1,0.03
KRT10,0.03
CBX1,0.03
SMIM5,0.03
DLGAP1.AS1,0.03
TMEM189,0.03
ZBTB46,0.03
GPX4,0.03
ILF3.DT,0.03
DMAC2,0.03
MIS18A,0.03
AGTRAP,0.03
TMEM50A,0.03
KCNC4,0.03
ENSA,0.03
TDRD10,0.03
AL138930.1,0.03
NAV1,0.03
RAB4A,0.03
LINC01347,0.03
AC019171.1,0.03
DUSP2,0.03
HAT1,0.03
HOXD1,0.03
TRAF3IP1,0.03
PTH1R,0.03
RBM15B,0.03
AC083906.5,0.03
ANAPC13,0.03
TMEM41A,0.03
AC132008.2,0.03
MRFAP1L1,0.03
AC097493.4,0.03
MED28,0.03
ADGRA3,0.03
APBB2,0.03
MRPS18C,0.03
AC026412.3,0.03
TMEM167A,0.03
HAPLN1,0.03
AC113385.1,0.03
HTR4,0.03
AFAP1L1,0.03
GABRB2,0.03
DUSP22,0.03
HLA.DPB1,0.03
EPHA7,0.03
MANEA,0.03
PRDM13,0.03
FAM20C,0.03
RSPH10B,0.03
AC091812.1,0.03
GTF2I,0.03
SEM1,0.03
GRM8,0.03
NOS3,0.03
NOM1,0.03
ZBED1,0.03
AC092198.1,0.03
HEPH,0.03
AL590762.2,0.03
BEX3,0.03
AL392112.1,0.03
RN7SL118P,0.03
RTL8C,0.03
UBL4A,0.03
SARAF,0.03
MRPL13,0.03
CAAP1,0.03
WDR34,0.03
TMEM250,0.03
NPDC1,0.03
CRACR2B,0.03
C11orf58,0.03
SLC22A10,0.03
ZNRD2,0.03
RELA.DT,0.03
PACS1,0.03
AP001107.9,0.03
PDE2A,0.03
AP000857.1,0.03
ANKRD16,0.03
LINC01561,0.03
AC005832.3,0.03
DDX12P,0.03
RESF1,0.03
TUBA1B,0.03
AC055717.1,0.03
FGF14.AS2,0.03
IPO4,0.03
PRKD1,0.03
AC008015.1,0.03
WHAMMP2,0.03
CHRNA7,0.03
SCG5,0.03
ITPKA,0.03
ZNF106,0.03
TLN2,0.03
GOLGA2P7,0.03
SNHG19,0.03
C16orf89,0.03
AC133552.5,0.03
QPRT,0.03
ITGAM,0.03
ITFG1,0.03
AC109462.3,0.03
AC027682.3,0.03
AC099508.1,0.03
ZDHHC7,0.03
SLC22A31,0.03
TUBB8P7,0.03
PRPF8,0.03
RPA1,0.03
PSMB6,0.03
ALOX12,0.03
RNF112,0.03
MRPL45,0.03
LRRC37A11P,0.03
RAMP2,0.03
SLC25A39,0.03
NMT1,0.03
ATP5MC1,0.03
ACSF2,0.03
ABCA9,0.03
AP005264.5,0.03
CABLES1,0.03
MIR924HG,0.03
RBFA,0.03
RALGAPA2,0.03
SCAND1,0.03
RAB5IF,0.03
ATP5F1E,0.03
DHPS,0.03
GAPDHS,0.03
SERTAD1,0.03
PAFAH1B3,0.03
ZNF649,0.03
ZNF524,0.03
COMT,0.03
TMEM191A,0.03
DDT,0.03
EIF3D,0.03
GALR3,0.03
CBY1,0.03
AL118516.1,0.03
RPL29P3,0.03
ZNF436,0.03
RN7SL559P,0.03
CAP1,0.03
BTF3L4,0.03
SCP2,0.03
CZIB,0.03
TMED5,0.03
CCDC18,0.03
LINC01780,0.03
B4GALT3,0.03
GPATCH2,0.03
FBXO28,0.03
GMCL1,0.03
CFC1,0.03
GCA,0.03
SCRN3,0.03
MRPL44,0.03
EIF4E2,0.03
NDUFA10,0.03
AC069277.1,0.03
JAGN1,0.03
SLC6A6,0.03
ITGA9,0.03
FEZF2,0.03
SUCLG2.AS1,0.03
MRPL3,0.03
TOPBP1,0.03
EGFEM1P,0.03
PIGZ,0.03
AC093323.1,0.03
SEPSECS.AS1,0.03
GPRIN3,0.03
ANAPC10,0.03
SMAD1,0.03
CCL28,0.03
SLC30A5,0.03
FAM174A,0.03
TMED9,0.03
ACOT13,0.03
HIST1H1C,0.03
HIST1H2AH,0.03
PSORS1C1,0.03
WDR46,0.03
NDUFAF4,0.03
AMD1,0.03
TCP1,0.03
GPNMB,0.03
HECW1,0.03
PKD1L1,0.03
VWC2,0.03
STAG3L3,0.03
TMEM60,0.03
SMIM30,0.03
AC073314.1,0.03
AC073111.4,0.03
ABCB8,0.03
LINC01003,0.03
EN2,0.03
ESYT2,0.03
ERAS,0.03
MSN,0.03
USP26,0.03
GABRQ,0.03
PRKDC,0.03
FABP5,0.03
POP1,0.03
AL161443.1,0.03
TMEM215,0.03
NUDT2,0.03
TLE1,0.03
MRRF,0.03
DIPK1B,0.03
RNH1,0.03
MRPL16,0.03
UBXN1,0.03
SLC25A45,0.03
RAB6A,0.03
UCP2,0.03
SLC36A4,0.03
JAM3,0.03
HNRNPF,0.03
IPMK,0.03
ZNF365,0.03
MICU1,0.03
CD27.AS1,0.03
MCRS1,0.03
RN7SL744P,0.03
PPM1H,0.03
POP5,0.03
RFLNA,0.03
PUS1,0.03
SLC7A1,0.03
DLEU1,0.03
NFKBIA,0.03
TIMM9,0.03
ISCA2,0.03
TMEM251,0.03
CDCA4,0.03
NIPA1,0.03
GCHFR,0.03
EID1,0.03
GOLGA6L10,0.03
AP3B2,0.03
C15orf40,0.03
LINC01578,0.03
MRPS34,0.03
SPSB3,0.03
PARN,0.03
MPV17L,0.03
SULT1A1,0.03
MYLPF,0.03
FA2H,0.03
DVL2,0.03
CISD3,0.03
LINC00910,0.03
PRAC1,0.03
DCAF7,0.03
SMARCD2,0.03
DCXR,0.03
CD7,0.03
AP000915.2,0.03
AL035252.2,0.03
E2F1,0.03
ERGIC3,0.03
C20orf204,0.03
AC009005.1,0.03
SBNO2,0.03
C19orf25,0.03
SWSAP1,0.03
AC020934.2,0.03
DDA1,0.03
COPE,0.03
AC008736.2,0.03
ZNF793.AS1,0.03
LENG1,0.03
YDJC,0.03
RAB36,0.03
C22orf24,0.03
ICOSLG,0.03
AL645608.2,0.03
SDF4,0.03
RBP7,0.03
GJB5,0.03
LINC01562,0.03
MRPL37,0.03
NBPF10,0.03
NBPF14,0.03
ITLN2,0.03
TTC32,0.03
NFU1,0.03
TMEM131,0.03
MAP4K4,0.03
AC012360.3,0.03
AC073257.1,0.03
ARL5A,0.03
FAM126B,0.03
FEV,0.03
PRSS42P,0.03
LRTM1,0.03
AC108690.1,0.03
OR5H5P,0.03
TRMT10C,0.03
ZBTB11.AS1,0.03
LINC02618,0.03
SEC62,0.03
EIF2B5,0.03
EEF1AKMT4,0.03
UGT8,0.03
ADAMTS19,0.03
PCDHGC5,0.03
PTTG1,0.03
AC139795.3,0.03
TDP2,0.03
KHDC3L,0.03
SLC35A1,0.03
CD164,0.03
ERMARD,0.03
CCZ1,0.03
RUNDC3B,0.03
MOSPD3,0.03
ARF5,0.03
MIR222HG,0.03
NAP1L3,0.03
TSPAN6,0.03
NXT2,0.03
LINC00632,0.03
CCNQ,0.03
CHRAC1,0.03
FRG1HP,0.03
AL591441.1,0.03
C9orf40,0.03
ALG2,0.03
AC044839.2,0.03
PPP1R14B,0.03
PITPNM1,0.03
TMPRSS13,0.03
AP002954.1,0.03
NCAPD3,0.03
STOX1,0.03
DDX21,0.03
